date,state,cases,deaths
2020-04-30,OR,2510,103
2020-04-30,PA,48224,2580
2020-04-30,,1537,92
2020-04-30,RI,8621,266
2020-04-30,SC,6095,244
2020-04-30,SD,2450,17
2020-04-30,TN,10506,200
2020-04-30,TX,29072,828
2020-04-30,UT,4672,46
2020-04-30,VT,866,48
2020-04-30,,66,4
2020-04-30,VA,15846,552
2020-04-30,WA,14814,822
2020-04-30,WV,1126,44
2020-04-30,WI,6973,316
2020-04-30,WY,559,7
2020-05-01,AL,7294,289
2020-05-01,AK,362,7
2020-05-01,AZ,7962,330
2020-05-01,AR,3310,64
2020-05-01,CA,52318,2147
2020-05-01,CO,15661,818
2020-05-01,CT,28764,2339
2020-05-01,DE,4918,159
2020-05-01,dc,4658,231
2020-05-01,FL,34720,1313
2020-05-01,GA,26436,1153
2020-05-01,,1115,6
2020-05-01,HI,610,16
2020-05-01,ID,2035,63
2020-05-01,IL,56055,2464
2020-05-01,IN,18941,1175
2020-05-01,IA,7883,170
2020-05-01,KS,4510,136
2020-05-01,KY,4879,248
2020-05-01,LA,28754,1970
2020-05-01,ME,1123,55
2020-05-01,MD,23566,1192
2020-05-01,MA,64311,3716
2020-05-01,MI,42348,3866
2020-05-01,MN,5730,371
2020-05-01,MS,7212,281
2020-05-01,MO,7840,355
2020-05-01,MT,452,16
2020-05-01,NE,4838,72
2020-05-01,NV,5249,254
2020-05-01,NH,2310,81
2020-05-01,NJ,121190,7538
2020-05-01,NM,3513,131
2020-05-01,NY,313575,23841
2020-05-01,NC,10922,405
2020-05-01,ND,1107,23
2020-05-01,,14,2
2020-05-01,OH,18743,1002
2020-05-01,OK,3748,230
2020-05-01,OR,2579,104
2020-05-01,PA,49764,2671
2020-05-01,,1573,94
2020-05-01,RI,8962,279
2020-05-01,SC,6258,256
2020-05-01,SD,2525,21
2020-05-01,TN,11781,205
2020-05-01,TX,30342,853
2020-05-01,UT,4829,46
2020-05-01,VT,879,49
2020-05-01,,66,4
2020-05-01,VA,16901,581
2020-05-01,WA,15134,829
2020-05-01,WV,1152,47
2020-05-01,WI,7439,327
2020-05-01,WY,566,7
2020-05-02,AL,7611,288
2020-05-02,AK,363,7
2020-05-02,AZ,8364,353
2020-05-02,AR,3372,72
2020-05-02,CA,53753,2213
2020-05-02,CO,16118,830
2020-05-02,CT,29287,2436
2020-05-02,DE,5038,168
2020-05-02,dc,4797,240
2020-05-02,FL,35455,1363
2020-05-02,GA,27268,1161
2020-05-02,,1117,6
2020-05-02,HI,611,16
2020-05-02,ID,2061,64
2020-05-02,IL,58505,2576
2020-05-02,IN,19629,1229
2020-05-02,IA,8641,175
2020-05-02,KS,4863,140
2020-05-02,KY,4881,252
2020-05-02,LA,29183,1993
2020-05-02,ME,1152,56
2020-05-02,MD,24568,1251
2020-05-02,MA,66263,3846
2020-05-02,MI,43191,4020
2020-05-02,MN,6228,395
2020-05-02,MS,7441,291
2020-05-02,MO,8154,373
2020-05-02,MT,454,16
2020-05-02,NE,5332,75
2020-05-02,NV,5390,257
2020-05-02,NH,2429,84
2020-05-02,NJ,123717,7742
2020-05-02,NM,3732,139
2020-05-02,NY,318134,24035
2020-05-02,NC,11514,428
2020-05-02,ND,1153,24
2020-05-02,,14,2
2020-05-02,OH,19335,1021
2020-05-02,OK,3851,238
2020-05-02,OR,2635,109
2020-05-02,PA,51071,2794
2020-05-02,,1755,95
2020-05-02,RI,9289,296
2020-05-02,SC,6489,267
2020-05-02,SD,2587,21
2020-05-02,TN,12376,210
2020-05-02,TX,31433,875
2020-05-02,UT,4981,49
2020-05-02,VT,886,50
2020-05-02,,66,4
2020-05-02,VA,17731,616
2020-05-02,WA,15383,833
2020-05-02,WV,1185,50
2020-05-02,WI,7785,334
2020-05-02,WY,579,7
2020-05-03,AL,7888,290
2020-05-03,AK,366,7
2020-05-03,AZ,8640,362
2020-05-03,AR,3431,76
2020-05-03,CA,55072,2235
2020-05-03,CO,16527,840
2020-05-03,CT,29287,2436
2020-05-03,DE,5208,177
2020-05-03,dc,5016,251
2020-05-03,FL,36070,1378
2020-05-03,GA,27618,1168
2020-05-03,,1118,6
2020-05-03,HI,611,17
2020-05-03,ID,2059,64
2020-05-03,IL,61499,2632
2020-05-03,IN,20267,1246
2020-05-03,IA,9169,184
2020-05-03,KS,5177,142
2020-05-03,KY,5223,256
2020-05-03,LA,29383,2012
2020-05-03,ME,1185,57
2020-05-03,MD,25561,1281
2020-05-03,MA,68087,4004
2020-05-03,MI,43803,4049
2020-05-03,MN,6663,419
2020-05-03,MS,7550,303
2020-05-03,MO,8454,378
2020-05-03,MT,454,16
2020-05-03,NE,5686,77
2020-05-03,NV,5473,262
2020-05-03,NH,2518,86
2020-05-03,NJ,126744,7871
2020-05-03,NM,3850,151
2020-05-03,NY,321833,24576
2020-05-03,NC,11668,436
2020-05-03,ND,1191,25
2020-05-03,,14,2
2020-05-03,OH,19914,1038
2020-05-03,OK,3972,238
2020-05-03,OR,2680,109
2020-05-03,PA,52079,2843
2020-05-03,,1806,97
2020-05-03,RI,9477,320
2020-05-03,SC,6626,275
2020-05-03,SD,2630,21
2020-05-03,TN,12871,211
2020-05-03,TX,32299,890
2020-05-03,UT,5175,50
2020-05-03,VT,897,52
2020-05-03,,66,4
2020-05-03,VA,18671,660
2020-05-03,WA,15943,840
2020-05-03,WV,1196,50
2020-05-03,WI,8089,339
2020-05-03,WY,586,7
2020-05-04,AL,8112,298
2020-05-04,AK,368,7
2020-05-04,AZ,8919,362
2020-05-04,AR,3469,80
2020-05-04,CA,56333,2297
2020-05-04,CO,16799,849
2020-05-04,CT,29973,2556
2020-05-04,DE,5288,182
2020-05-04,dc,5170,258
2020-05-04,FL,36889,1398
2020-05-04,GA,28350,1228
2020-05-04,,1118,6
2020-05-04,HI,612,17
2020-05-04,ID,2106,64
2020-05-04,IL,63840,2673
2020-05-04,IN,20855,1264
2020-05-04,IA,9703,188
2020-05-04,KS,5385,154
2020-05-04,KY,5370,267
2020-05-04,LA,29746,2064
2020-05-04,ME,1205,57
2020-05-04,MD,26509,1317
2020-05-04,MA,69087,4090
2020-05-04,MI,43996,4135
2020-05-04,MN,7234,428
2020-05-04,MS,7877,310
2020-05-04,MO,8776,387
2020-05-04,MT,456,16
2020-05-04,NE,6123,78
2020-05-04,NV,5627,266
2020-05-04,NH,2588,86
2020-05-04,NJ,128269,7910
2020-05-04,NM,4030,156
2020-05-04,NY,324357,24788
2020-05-04,NC,11871,454
2020-05-04,ND,1225,25
2020-05-04,,14,2
2020-05-04,OH,20474,1056
2020-05-04,OK,4044,238
2020-05-04,OR,2759,109
2020-05-04,PA,52992,2880
2020-05-04,,1875,97
2020-05-04,RI,9652,341
2020-05-04,SC,6757,283
2020-05-04,SD,2667,21
2020-05-04,TN,13283,216
2020-05-04,TX,33134,914
2020-05-04,UT,5326,50
2020-05-04,VT,902,52
2020-05-04,,66,4
2020-05-04,VA,19492,684
2020-05-04,WA,16047,846
2020-05-04,WV,1225,50
2020-05-04,WI,8362,340
2020-05-04,WY,596,7
2020-05-05,AL,8437,315
2020-05-05,AK,369,7
2020-05-05,AZ,9305,395
2020-05-05,AR,3525,83
2020-05-05,CA,58848,2386
2020-05-05,CO,17256,901
2020-05-05,CT,30621,2633
2020-05-05,DE,5371,187
2020-05-05,dc,5322,264
2020-05-05,FL,37431,1470
2020-05-05,GA,28876,1277
2020-05-05,,1118,6
2020-05-05,HI,615,17
2020-05-05,ID,2127,66
2020-05-05,IL,65889,2843
2020-05-05,IN,21423,1326
2020-05-05,IA,10111,207
2020-05-05,KS,5627,160
2020-05-05,KY,5822,278
2020-05-05,LA,30069,2115
2020-05-05,ME,1226,61
2020-05-05,MD,27217,1390
2020-05-05,MA,70271,4212
2020-05-05,MI,44391,4179
2020-05-05,MN,7851,455
2020-05-05,MS,8207,342
2020-05-05,MO,8919,408
2020-05-05,MT,456,16
2020-05-05,NE,6442,81
2020-05-05,NV,5665,276
2020-05-05,NH,2636,92
2020-05-05,NJ,130593,8244
2020-05-05,NM,4137,162
2020-05-05,NY,326659,25028
2020-05-05,NC,12283,477
2020-05-05,ND,1266,25
2020-05-05,,14,2
2020-05-05,OH,20969,1135
2020-05-05,OK,4127,247
2020-05-05,OR,2839,113
2020-05-05,PA,53967,3206
2020-05-05,,1924,99
2020-05-05,RI,9933,355
2020-05-05,SC,6841,296
2020-05-05,SD,2720,24
2020-05-05,TN,13555,225
2020-05-05,TX,34286,955
2020-05-05,UT,5449,56
2020-05-05,VT,907,52
2020-05-05,,66,4
2020-05-05,VA,20256,713
2020-05-05,WA,16234,863
2020-05-05,WV,1243,50
2020-05-05,WI,8696,353
2020-05-05,WY,604,7
2020-05-06,AL,8691,343
2020-05-06,AK,370,8
2020-05-06,AZ,9707,426
2020-05-06,AR,3611,87
2020-05-06,CA,60787,2478
2020-05-06,CO,17720,919
2020-05-06,CT,30995,2718
2020-05-06,DE,5778,193
2020-05-06,dc,5461,277
2020-05-06,FL,37994,1538
2020-05-06,GA,29724,1309
2020-05-06,,1118,6
2020-05-06,HI,616,17
2020-05-06,ID,2158,67
2020-05-06,IL,68164,2977
2020-05-06,IN,22286,1377
2020-05-06,IA,10404,219
2020-05-06,KS,5893,163
2020-05-06,KY,5946,286
2020-05-06,LA,30472,2167
2020-05-06,ME,1254,62
2020-05-06,MD,28263,1443
2020-05-06,MA,72025,4420
2020-05-06,MI,45079,4250
2020-05-06,MN,8579,485
2020-05-06,MS,8424,374
2020-05-06,MO,9164,429
2020-05-06,MT,456,16
2020-05-06,NE,6771,85
2020-05-06,NV,5744,286
2020-05-06,NH,2741,111
2020-05-06,NJ,131890,8549
2020-05-06,NM,4290,169
2020-05-06,NY,329405,25956
2020-05-06,NC,12783,497
2020-05-06,ND,1323,31
2020-05-06,,15,2
2020-05-06,OH,21576,1225
2020-05-06,OK,4201,253
2020-05-06,OR,2916,115
2020-05-06,PA,54989,3360
2020-05-06,,1968,99
2020-05-06,RI,10205,370
2020-05-06,SC,6936,305
2020-05-06,SD,2779,29
2020-05-06,TN,13737,237
2020-05-06,TX,35441,985
2020-05-06,UT,5605,59
2020-05-06,VT,908,52
2020-05-06,,66,4
2020-05-06,VA,20256,713
2020-05-06,WA,16873,881
2020-05-06,WV,1277,51
2020-05-06,WI,9052,362
2020-05-06,WY,631,7
2020-05-07,AL,9046,369
2020-05-07,AK,373,8
2020-05-07,AZ,9945,450
2020-05-07,AR,3694,88
2020-05-07,CA,62481,2561
2020-05-07,CO,18264,942
2020-05-07,CT,31784,2797
2020-05-07,DE,5939,202
2020-05-07,dc,5654,285
2020-05-07,FL,38820,1599
2020-05-07,GA,30524,1332
2020-05-07,,1118,6
2020-05-07,HI,619,17
2020-05-07,ID,2178,67
2020-05-07,IL,70802,3139
2020-05-07,IN,22942,1414
2020-05-07,IA,11059,231
2020-05-07,KS,6240,164
2020-05-07,KY,6173,302
2020-05-07,LA,30725,2208
2020-05-07,ME,1330,62
2020-05-07,MD,29476,1503
2020-05-07,MA,73721,4552
2020-05-07,MI,45643,4343
2020-05-07,MN,9364,508
2020-05-07,MS,8686,396
2020-05-07,MO,9409,449
2020-05-07,MT,456,16
2020-05-07,NE,7190,91
2020-05-07,NV,5858,293
2020-05-07,NH,2843,114
2020-05-07,NJ,133635,8801
2020-05-07,NM,4492,172
2020-05-07,NY,332931,26206
2020-05-07,NC,13431,521
2020-05-07,ND,1371,31
2020-05-07,,15,2
2020-05-07,OH,22131,1271
2020-05-07,OK,4330,260
2020-05-07,OR,2989,121
2020-05-07,PA,56149,3599
2020-05-07,,2031,102
2020-05-07,RI,10530,388
2020-05-07,SC,7142,316
2020-05-07,SD,2905,31
2020-05-07,TN,14108,238
2020-05-07,TX,36682,1016
2020-05-07,UT,5724,61
2020-05-07,VT,916,53
2020-05-07,,68,4
2020-05-07,VA,21570,769
2020-05-07,WA,17187,903
2020-05-07,WV,1298,51
2020-05-07,WI,9369,374
2020-05-07,WY,635,7
2020-05-08,AL,9385,383
2020-05-08,AK,376,8
2020-05-08,AZ,10526,517
2020-05-08,AR,3747,88
2020-05-08,CA,64616,2650
2020-05-08,CO,18719,958
2020-05-08,CT,32411,2874
2020-05-08,DE,6083,213
2020-05-08,dc,5899,304
2020-05-08,FL,39191,1668
2020-05-08,GA,31089,1378
2020-05-08,,1120,6
2020-05-08,HI,619,17
2020-05-08,ID,2205,67
2020-05-08,IL,73688,3262
2020-05-08,IN,23620,1447
2020-05-08,IA,11457,243
2020-05-08,KS,6751,167
2020-05-08,KY,6298,304
2020-05-08,LA,30928,2227
2020-05-08,ME,1374,63
2020-05-08,MD,30592,1560
2020-05-08,MA,75333,4702
2020-05-08,MI,46319,4393
2020-05-08,MN,10087,534
2020-05-08,MS,9090,409
2020-05-08,MO,9573,481
2020-05-08,MT,458,16
2020-05-08,NE,7830,92
2020-05-08,NV,5942,301
2020-05-08,NH,2947,121
2020-05-08,NJ,135454,8952
2020-05-08,NM,4673,181
2020-05-08,NY,335804,26358
2020-05-08,NC,13879,537
2020-05-08,ND,1425,33
2020-05-08,,15,2
2020-05-08,OH,23018,1306
2020-05-08,OK,4424,266
2020-05-08,OR,3068,124
2020-05-08,PA,57501,3724
2020-05-08,,2156,107
2020-05-08,RI,10779,399
2020-05-08,SC,7367,320
2020-05-08,SD,3144,31
2020-05-08,TN,14276,240
2020-05-08,TX,37943,1059
2020-05-08,UT,5919,61
2020-05-08,VT,919,53
2020-05-08,,69,4
2020-05-08,VA,22342,812
2020-05-08,WA,17477,915
2020-05-08,WV,1324,52
2020-05-08,WI,9750,384
2020-05-08,WY,644,7
2020-05-09,AL,9668,390
2020-05-09,AK,377,8
2020-05-09,AZ,10960,532
2020-05-09,AR,3747,88
2020-05-09,CA,66824,2732
2020-05-09,CO,19267,965
2020-05-09,CT,32984,2932
2020-05-09,DE,6277,221
2020-05-09,dc,6102,311
2020-05-09,FL,39993,1714
2020-05-09,GA,31481,1380
2020-05-09,,1120,6
2020-05-09,HI,620,17
2020-05-09,ID,2230,67
2020-05-09,IL,76008,3362
2020-05-09,IN,24239,1490
2020-05-09,IA,11671,252
2020-05-09,KS,6923,172
2020-05-09,KY,6469,312
2020-05-09,LA,31490,2267
2020-05-09,ME,1408,64
2020-05-09,MD,31638,1614
2020-05-09,MA,76743,4840
2020-05-09,MI,46735,4526
2020-05-09,MN,10789,558
2020-05-09,MS,9378,421
2020-05-09,MO,9737,492
2020-05-09,MT,458,16
2020-05-09,NE,8233,95
2020-05-09,NV,6046,306
2020-05-09,NH,3011,131
2020-05-09,NJ,137085,9116
2020-05-09,NM,4778,191
2020-05-09,NY,338519,26584
2020-05-09,NC,14387,554
2020-05-09,ND,1464,35
2020-05-09,,16,2
2020-05-09,OH,23697,1331
2020-05-09,OK,4490,270
2020-05-09,OR,3160,127
2020-05-09,PA,58661,3793
2020-05-09,,2173,108
2020-05-09,RI,10989,418
2020-05-09,SC,7531,330
2020-05-09,SD,3393,34
2020-05-09,TN,14675,241
2020-05-09,TX,38849,1086
2020-05-09,UT,6103,66
2020-05-09,VT,921,53
2020-05-09,,69,4
2020-05-09,VA,23196,827
2020-05-09,WA,17629,925
2020-05-09,WV,1348,53
2020-05-09,WI,10099,398
2020-05-09,WY,653,7
2020-05-10,AL,9889,393
2020-05-10,AK,378,8
2020-05-10,AZ,11119,536
2020-05-10,AR,4012,91
2020-05-10,CA,68051,2769
2020-05-10,CO,19595,969
2020-05-10,CT,33554,2967
2020-05-10,DE,6447,224
2020-05-10,dc,6272,323
2020-05-10,FL,40588,1720
2020-05-10,GA,32267,1383
2020-05-10,,1120,6
2020-05-10,HI,621,17
2020-05-10,ID,2232,67
2020-05-10,IL,77662,3426
2020-05-10,IN,24633,1508
2020-05-10,IA,11959,265
2020-05-10,KS,7045,172
2020-05-10,KY,6486,312
2020-05-10,LA,31673,2286
2020-05-10,ME,1436,64
2020-05-10,MD,32693,1644
2020-05-10,MA,77793,4979
2020-05-10,MI,47116,4551
2020-05-10,MN,11270,578
2020-05-10,MS,9501,430
2020-05-10,MO,9906,502
2020-05-10,MT,458,16
2020-05-10,NE,8328,97
2020-05-10,NV,6120,306
2020-05-10,NH,3071,133
2020-05-10,NJ,138532,9255
2020-05-10,NM,4863,200
2020-05-10,NY,340657,26798
2020-05-10,NC,14783,561
2020-05-10,ND,1491,35
2020-05-10,,16,2
2020-05-10,OH,24086,1341
2020-05-10,OK,4589,272
2020-05-10,OR,3228,127
2020-05-10,PA,60037,3819
2020-05-10,,2198,111
2020-05-10,RI,11274,422
2020-05-10,SC,7653,331
2020-05-10,SD,3517,34
2020-05-10,TN,15060,242
2020-05-10,TX,40037,1110
2020-05-10,UT,6251,67
2020-05-10,VT,926,53
2020-05-10,,69,5
2020-05-10,VA,24081,839
2020-05-10,WA,17781,939
2020-05-10,WV,1363,54
2020-05-10,WI,10379,400
2020-05-10,WY,662,7
2020-05-11,AL,10164,403
2020-05-11,AK,380,8
2020-05-11,AZ,11380,542
2020-05-11,AR,4043,94
2020-05-11,CA,69514,2820
2020-05-11,CO,19793,986
2020-05-11,CT,33765,3008
2020-05-11,DE,6565,225
2020-05-11,dc,6389,328
2020-05-11,FL,40974,1734
2020-05-11,GA,32448,1420
2020-05-11,,1120,6
2020-05-11,HI,623,17
2020-05-11,ID,2261,69
2020-05-11,IL,79123,3480
2020-05-11,IN,25134,1540
2020-05-11,IA,12373,271
2020-05-11,KS,7161,174
2020-05-11,KY,6710,325
2020-05-11,LA,31881,2308
2020-05-11,ME,1462,65
2020-05-11,MD,33483,1683
2020-05-11,MA,78462,5108
2020-05-11,MI,47526,4584
2020-05-11,MN,11798,591
2020-05-11,MS,9674,435
2020-05-11,MO,10025,512
2020-05-11,MT,459,16
2020-05-11,NE,8575,99
2020-05-11,NV,6152,312
2020-05-11,NH,3160,133
2020-05-11,NJ,139945,9310
2020-05-11,NM,5069,208
2020-05-11,NY,342267,27003
2020-05-11,NC,15069,571
2020-05-11,ND,1518,36
2020-05-11,,19,2
2020-05-11,OH,24785,1357
2020-05-11,OK,4613,274
2020-05-11,OR,3286,130
2020-05-11,PA,60557,3846
2020-05-11,,2256,113
2020-05-11,RI,11450,430
2020-05-11,SC,7792,346
2020-05-11,SD,3614,34
2020-05-11,TN,15423,248
2020-05-11,TX,40988,1137
2020-05-11,UT,6364,68
2020-05-11,VT,926,53
2020-05-11,,69,6
2020-05-11,VA,25070,850
2020-05-11,WA,18172,957
2020-05-11,WV,1370,57
2020-05-11,WI,10581,409
2020-05-11,WY,669,7
2020-05-12,AL,10464,435
2020-05-12,AK,383,8
2020-05-12,AZ,11736,562
2020-05-12,AR,4164,95
2020-05-12,CA,71150,2902
2020-05-12,CO,20103,1009
2020-05-12,CT,34333,3041
2020-05-12,DE,6741,237
2020-05-12,dc,6485,336
2020-05-12,FL,41915,1778
2020-05-12,GA,33311,1470
2020-05-12,,1121,6
2020-05-12,HI,624,17
2020-05-12,ID,2294,69
2020-05-12,IL,83168,3617
2020-05-12,IN,25676,1578
2020-05-12,IA,12912,289
2020-05-12,KS,7352,178
2020-05-12,KY,7003,333
2020-05-12,LA,32116,2347
2020-05-12,ME,1477,65
2020-05-12,MD,34174,1756
2020-05-12,MA,79332,5141
2020-05-12,MI,47946,4674
2020-05-12,MN,12493,614
2020-05-12,MS,9908,457
2020-05-12,MO,10124,528
2020-05-12,MT,461,16
2020-05-12,NE,8732,102
2020-05-12,NV,6311,321
2020-05-12,NH,3239,142
2020-05-12,NJ,140743,9508
2020-05-12,NM,5212,219
2020-05-12,NY,343705,27282
2020-05-12,NC,15402,597
2020-05-12,ND,1571,38
2020-05-12,,19,2
2020-05-12,OH,25257,1436
2020-05-12,OK,4731,278
2020-05-12,OR,3359,130
2020-05-12,PA,61407,3924
2020-05-12,,2299,114
2020-05-12,RI,11614,444
2020-05-12,SC,7927,355
2020-05-12,SD,3663,39
2020-05-12,TN,15777,264
2020-05-12,TX,42348,1169
2020-05-12,UT,6454,73
2020-05-12,VT,927,53
2020-05-12,,69,6
2020-05-12,VA,25800,891
2020-05-12,WA,18382,972
2020-05-12,WV,1379,58
2020-05-12,WI,10781,418
2020-05-12,WY,675,7
2020-05-13,AL,10700,450
2020-05-13,AK,383,8
2020-05-13,AZ,12176,594
2020-05-13,AR,4236,97
2020-05-13,CA,73218,3014
2020-05-13,CO,20442,1062
2020-05-13,CT,34855,3125
2020-05-13,DE,6952,247
2020-05-13,dc,6584,350
2020-05-13,FL,42394,1826
2020-05-13,GA,33866,1494
2020-05-13,,1121,6
2020-05-13,HI,627,17
2020-05-13,ID,2325,69
2020-05-13,IL,84874,3815
2020-05-13,IN,26044,1619
2020-05-13,IA,13289,306
2020-05-13,KS,7552,179
2020-05-13,KY,7102,334
2020-05-13,LA,32728,2381
2020-05-13,ME,1515,66
2020-05-13,MD,34927,1809
2020-05-13,MA,80497,5315
2020-05-13,MI,48307,4714
2020-05-13,MN,12916,638
2020-05-13,MS,10090,465
2020-05-13,MO,10369,548
2020-05-13,MT,462,16
2020-05-13,NE,9072,106
2020-05-13,NV,6482,331
2020-05-13,NH,3299,150
2020-05-13,NJ,141560,9702
2020-05-13,NM,5364,231
2020-05-13,NY,345828,27448
2020-05-13,NC,15850,615
2020-05-13,ND,1647,40
2020-05-13,,19,2
2020-05-13,OH,25727,1483
2020-05-13,OK,4852,278
2020-05-13,OR,3416,134
2020-05-13,PA,62194,4104
2020-05-13,,2329,115
2020-05-13,RI,11835,462
2020-05-13,SC,8030,362
2020-05-13,SD,3732,39
2020-05-13,TN,16261,271
2020-05-13,TX,43822,1205
2020-05-13,UT,6624,76
2020-05-13,VT,929,53
2020-05-13,,69,6
2020-05-13,VA,26746,927
2020-05-13,WA,18492,977
2020-05-13,WV,1405,59
2020-05-13,WI,11071,421
2020-05-13,WY,688,7
2020-05-14,AL,11101,473
2020-05-14,AK,387,8
2020-05-14,AZ,12674,624
2020-05-14,AR,4366,98
2020-05-14,CA,74947,3039
2020-05-14,CO,20813,1091
2020-05-14,CT,35464,3219
2020-05-14,DE,7223,260
2020-05-14,dc,6736,358
2020-05-14,FL,43202,1874
2020-05-14,GA,34422,1521
2020-05-14,,1121,6
2020-05-14,HI,627,17
2020-05-14,ID,2352,72
2020-05-14,IL,88081,3945
2020-05-14,IN,26627,1646
2020-05-14,IA,13675,318
2020-05-14,KS,7668,181
2020-05-14,KY,7397,341
2020-05-14,LA,33555,2417
2020-05-14,ME,1565,69
2020-05-14,MD,36021,1866
2020-05-14,MA,82182,5482
2020-05-14,MI,49489,4787
2020-05-14,MN,13443,672
2020-05-14,MS,10483,480
2020-05-14,MO,10490,564
2020-05-14,MT,462,16
2020-05-14,NE,9411,117
2020-05-14,NV,6604,339
2020-05-14,NH,3382,151
2020-05-14,NJ,142704,9946
2020-05-14,NM,5503,242
2020-05-14,NY,348192,27617
2020-05-14,NC,16593,632
2020-05-14,ND,1712,40
2020-05-14,,19,2
2020-05-14,OH,26363,1534
2020-05-14,OK,4962,284
2020-05-14,OR,3479,137
2020-05-14,PA,63158,4298
2020-05-14,,2427,117
2020-05-14,RI,12016,468
2020-05-14,SC,8189,371
2020-05-14,SD,3792,43
2020-05-14,TN,16588,284
2020-05-14,TX,45169,1256
2020-05-14,UT,6760,76
2020-05-14,VT,932,53
2020-05-14,,69,6
2020-05-14,VA,27813,955
2020-05-14,WA,18861,991
2020-05-14,WV,1435,62
2020-05-14,WI,11449,434
2020-05-14,WY,701,7
2020-05-15,AL,11373,483
2020-05-15,AK,388,8
2020-05-15,AZ,13169,651
2020-05-15,AR,4463,98
2020-05-15,CA,77015,3192
2020-05-15,CO,21207,1150
2020-05-15,CT,36085,3285
2020-05-15,DE,7373,271
2020-05-15,dc,6871,368
2020-05-15,FL,44130,1916
2020-05-15,GA,35242,1563
2020-05-15,,1123,6
2020-05-15,HI,628,17
2020-05-15,ID,2389,73
2020-05-15,IL,90528,4075
2020-05-15,IN,27281,1691
2020-05-15,IA,14049,336
2020-05-15,KS,8006,187
2020-05-15,KY,7578,343
2020-05-15,LA,33903,2448
2020-05-15,ME,1603,69
2020-05-15,MD,37105,1911
2020-05-15,MA,83421,5592
2020-05-15,MI,49982,4825
2020-05-15,MN,14240,692
2020-05-15,MS,10801,493
2020-05-15,MO,10567,579
2020-05-15,MT,466,16
2020-05-15,NE,9766,122
2020-05-15,NV,6733,345
2020-05-15,NH,3464,159
2020-05-15,NJ,143905,10138
2020-05-15,NM,5662,253
2020-05-15,NY,350951,27755
2020-05-15,NC,17190,660
2020-05-15,ND,1761,42
2020-05-15,,19,2
2020-05-15,OH,26956,1581
2020-05-15,OK,5086,285
2020-05-15,OR,3541,137
2020-05-15,PA,64178,4432
2020-05-15,,2542,122
2020-05-15,RI,12219,479
2020-05-15,SC,8407,380
2020-05-15,SD,3887,44
2020-05-15,TN,16917,288
2020-05-15,TX,46987,1300
2020-05-15,UT,6930,77
2020-05-15,VT,933,53
2020-05-15,,69,6
2020-05-15,VA,28672,977
2020-05-15,WA,19131,1008
2020-05-15,WV,1448,64
2020-05-15,WI,12037,445
2020-05-15,WY,716,7
2020-05-16,AL,11674,485
2020-05-16,AK,392,8
2020-05-16,AZ,13631,679
2020-05-16,AR,4578,98
2020-05-16,CA,78933,3254
2020-05-16,CO,21604,1192
2020-05-16,CT,36703,3339
2020-05-16,DE,7547,286
2020-05-16,dc,7042,375
2020-05-16,FL,44803,1963
2020-05-16,GA,35655,1573
2020-05-16,,1123,6
2020-05-16,HI,629,17
2020-05-16,ID,2419,73
2020-05-16,IL,92669,4149
2020-05-16,IN,27919,1741
2020-05-16,IA,14328,346
2020-05-16,KS,8059,189
2020-05-16,KY,7773,346
2020-05-16,LA,34183,2479
2020-05-16,ME,1648,70
2020-05-16,MD,38083,1957
2020-05-16,MA,84933,5705
2020-05-16,MI,50416,4880
2020-05-16,MN,14969,709
2020-05-16,MS,11123,510
2020-05-16,MO,10794,593
2020-05-16,MT,468,16
2020-05-16,NE,10220,129
2020-05-16,NV,6810,349
2020-05-16,NH,3556,171
2020-05-16,NJ,145089,10249
2020-05-16,NM,5847,259
2020-05-16,NY,353136,27953
2020-05-16,NC,18009,671
2020-05-16,ND,1848,42
2020-05-16,,21,2
2020-05-16,OH,27476,1610
2020-05-16,OK,5237,288
2020-05-16,OR,3612,137
2020-05-16,PA,65228,4490
2020-05-16,,2589,122
2020-05-16,RI,12434,489
2020-05-16,SC,8661,380
2020-05-16,SD,3959,44
2020-05-16,TN,17204,292
2020-05-16,TX,47866,1330
2020-05-16,UT,7068,78
2020-05-16,VT,934,53
2020-05-16,,69,6
2020-05-16,VA,29683,1002
2020-05-16,WA,19336,1015
2020-05-16,WV,1470,65
2020-05-16,WI,12551,453
2020-05-16,WY,741,7
2020-05-17,AL,11771,488
2020-05-17,AK,396,8
2020-05-17,AZ,13937,680
2020-05-17,AR,4759,98
2020-05-17,CA,80366,3290
2020-05-17,CO,21909,1215
2020-05-17,CT,37419,3408
2020-05-17,DE,7670,290
2020-05-17,dc,7123,383
2020-05-17,FL,45580,1972
2020-05-17,GA,35954,1584
2020-05-17,,1123,6
2020-05-17,HI,630,17
2020-05-17,ID,2421,73
2020-05-17,IL,94360,4198
2020-05-17,IN,28419,1751
2020-05-17,IA,14651,351
2020-05-17,KS,8066,189
2020-05-17,KY,7793,346
2020-05-17,LA,34498,2491
2020-05-17,ME,1687,70
2020-05-17,MD,38920,1992
2020-05-17,MA,86010,5797
2020-05-17,MI,51054,4891
2020-05-17,MN,15677,731
2020-05-17,MS,11296,521
2020-05-17,MO,11069,601
2020-05-17,MT,468,16
2020-05-17,NE,10348,129
2020-05-17,NV,6935,350
2020-05-17,NH,3596,172
2020-05-17,NJ,146334,10356
2020-05-17,NM,5938,265
2020-05-17,NY,355037,28168
